G217B gene name	G217B Annotation	G217B transcript	G217B predicted gene	G217B Pfam accession	G217B Pfam name	G217B Pfam description	Y footprint FPKM	H footprint FPKM	Y mRNA FPKM	H mRNA FPKM	Y footprint counts	H footprint counts	Y mRNA counts	H mRNA counts	Longer Leader	Leader Category	Y TE	H TE	mRNA Y/H
PSD2	phosphatidylserine decarboxylase proenzyme	ucsf_hc.01_1.G217B.01248	HISTO_BP.Contig459.Fgenesh_histo.49.final_new	PF02666.10|PF00168.25|PF00036.27|PF13499.1|PF13405.1|PF13202.1	PS_Dcarbxylase|C2|EF-hand_1|EF-hand_7|EF-hand_6|EF-hand_5	Phosphatidylserine decarboxylase|C2 domain|EF hand|EF-hand domain pair|EF-hand domain|EF hand	5.604454283656498	5.942643348090247	5.66814448577773	6.8650402569425175	1096.0	1084.0	1701.0	3241.0			0.4467846526807091	-0.3691774814653499	-1.3259845559855945
	Mis12-Mtw1 domain-containing protein	ucsf_hc.01_1.G217B.01247	HISTO_BP.Contig459.eannot.1520.final_new	PF08202.6|PF01166.13|PF15497.1	MIS13|TSC22|SNAPc19	Mis12-Mtw1 protein family|TSC-22/dip/bun family|snRNA-activating protein complex subunit 19, SNAPc subunit 19	5.55096466676844	4.303504991869856	5.612559965714342	5.672364774427989	613.0	202.0	950.0	823.0			0.4488795558560388	-0.8156403551712126	-0.18889359353445379
	 zinc finger protein	ucsf_hc.01_1.G217B.01243	HISTO_BP.Contig459-snap.103.final_new				-3.150458351472276	7.182324213674485	2.34518569840387	7.137458746027166	1.0	1009.0	67.0	1543.0				0.5980848950342397	-4.921361832444102
	MFS glucose transporter	ucsf_hc.01_1.G217B.01242	HISTO_BP.Contig459.eannot.1524.final_new	PF00083.19|PF07690.11|PF06609.8	Sugar_tr|MFS_1|TRI12	Sugar (and other) transporter|Major Facilitator Superfamily|Fungal trichothecene efflux pump (TRI12)	5.5485949008013975	5.018824901340129	6.031723117340077	5.852395612127394	489.0	265.0	1015.0	745.0			0.02734663826326189	-0.28035128340034365	0.05023872039187616
	DUF1688 domain-containing protein	ucsf_hc.01_1.G217B.01241	HISTO_BP.Contig459.eannot.1519.final_new	PF07958.6|PF10343.4	DUF1688|DUF2419	Protein of unknown function (DUF1688)|Protein of unknown function (DUF2419)	4.044332935223411	7.8188425282852485	5.582691006138411	6.820248025795643	150.0	1606.0	647.0	1268.0			-1.0278832161130587	1.551813929876526	-1.366645804478039
UME5	meiotic mRNA stability protein kinase UME5	ucsf_hc.01_1.G217B.01238	HISTO_BP.Contig459.eannot.1517.final_new	PF00069.20|PF07714.12|PF14531.1|PF01636.18	Pkinase|Pkinase_Tyr|Kinase-like|APH	Protein kinase domain|Protein tyrosine kinase|Kinase-like|Phosphotransferase enzyme family	2.307582011847109	5.710691611196068	5.842543912017824	6.684205342215501	47.0	389.0	809.0	1205.0			-3.0244870453687738	-0.4202943036325122	-0.9707502150184837
	 zinc finger protein, metaphase-anaphase transition protein (Mlo2), no start met 	ucsf_hc.01_1.G217B.01236	HISTO_BP.Contig459.genewise.64.final_new	PF02207.15	zf-UBR	Putative zinc finger in N-recognin (UBR box)	6.679134234677588	5.814115282471794	6.084945634171984	5.784978246622856	1164.0	500.0	1145.0	773.0			1.1046634553075454	0.5823564632358584	0.17087860272832067
MCM2	DNA replication licensing factor mcm2	ucsf_hc.01_1.G217B.01235	HISTO_BP.Contig459.eannot.1515.final_new	PF00493.18|PF12619.3|PF14551.1|PF01078.16|PF07728.9|PF07726.6|PF00158.21|PF13453.1	MCM|MCM2_N|MCM_N|Mg_chelatase|AAA_5|AAA_3|Sigma54_activat|zf-TFIIB	MCM2/3/5 family|Mini-chromosome maintenance protein 2|MCM N-terminal domain|Magnesium chelatase, subunit ChlI|AAA domain (dynein-related subfamily)|ATPase family associated with various cellular activities (AAA)|Sigma-54 interaction domain|Transcription factor zinc-finger	6.096513785551192	5.500472749517177	5.651317502804479	5.306579037582483	1279.0	662.0	1395.0	913.0			0.9556711375486544	0.7471131393216144	0.2156496804011887
	MFS multidrug transporter	ucsf_hc.01_1.G217B.01233	HISTO_BP.Contig459-snap.97.final_new	PF07690.11|PF03603.8	MFS_1|DNA_III_psi	Major Facilitator Superfamily|DNA polymerase III psi subunit	1.019996468206211	0.5805194517140407	3.9585649751124423	4.790738560594998	26.0	15.0	296.0	438.0			-2.42809365210429	-3.656999681494036	-0.9612623703033627
	F-box domain-containing protein	ucsf_hc.01_1.G217B.01234	HISTO_BP.Contig459.Fgenesh_Aspergillus.122.final_new	PF12937.2	F-box-like	F-box-like	4.748070961464745	4.544531054928948	5.15326127248392	5.373731200856217	209.0	142.0	411.0	398.0			0.10528454378276608	-0.27598071854034867	-0.3495587131931037
	conserved protein of unknown function	ucsf_hc.01_1.G217B.01232	HISTO_BP.Contig459.eannot.1514.final_new				5.79064570164887	0.7989429708475432	6.765196654470755	2.3111906171781578	244.0	6.0	712.0	27.0			-0.4640760980199441		4.32491725247179
	ADP-ribosylation factor 6	ucsf_hc.01_1.G217B.01230	HISTO_BP.Contig459.eannot.1511.final_new	PF00025.16|PF00071.17|PF04670.7|PF09439.5|PF00503.15|PF08477.8|PF01926.18|PF01591.13	Arf|Ras|Gtr1_RagA|SRPRB|G-alpha|Miro|MMR_HSR1|6PF2K	ADP-ribosylation factor family|Ras family|Gtr1/RagA G protein conserved region|Signal recognition particle receptor beta subunit|G-protein alpha subunit|Miro-like protein|50S ribosome-binding GTPase|6-phosphofructo-2-kinase	7.329528301258452	7.349675966964976	6.369607367812012	6.931903142848516	634.0	503.0	484.0	594.0			1.4703957882483807	0.9709922515033806	-0.691384559857311
ARP1	dynactin Arp1 p25 subunit	ucsf_hc.01_1.G217B.01229	HISTO_BP.Contig459.eannot.1512.final_new	PF14602.1|PF00132.19|PF07959.7	Hexapep_2|Hexapep|Fucokinase	Hexapeptide repeat of succinyl-transferase|Bacterial transferase hexapeptide (six repeats)|L-fucokinase	5.4228445584771405	5.066423281712529	7.356313472443642	7.777133332580854	180.0	110.0	1021.0	1136.0			-1.42299405916456	-2.1574906234814035	-0.5499086449580188
	alpha-glucosidase AgdA	ucsf_hc.01_1.G217B.01226	HISTO_BP.Contig459.fgenesh_plus.41.final_new	PF01055.21	Glyco_hydro_31	Glycosyl hydrolases family 31	-2.706438458467826	2.71372283803035	4.8316408577287175	4.758140617237807	2.0	67.0	552.0	436.0			-7.027604461394603	-1.4911983518205356	-0.05558854432989602
	heme peroxidase; linoleate diol synthase	ucsf_hc.01_1.G217B.01225	HISTO_BP.Contig459.Fgenesh_Aspergillus.117.final_new	PF03098.10|PF00067.17	An_peroxidase|p450	Animal haem peroxidase|Cytochrome P450	-2.9394978048561295	4.536970932544	3.718875745058125	5.017424496295796	3.0	418.0	450.0	920.0			-6.147898695112314	0.0727658636351256	-1.4276375360584774
	DUF2235 superfamily domain-containing protein	ucsf_hc.01_1.G217B.01224	HISTO_BP.Contig459.Fgenesh_histo.207.final_new	PF09994.4	DUF2235	Uncharacterized alpha/beta hydrolase domain (DUF2235)	-0.4328733851418626	4.5476378575958565	3.978534127566252	5.034350411819334	10.0	247.0	316.0	546.0			-3.9009326579061736	0.06650687316344328	-1.184905069073889
	conserved protein of unknown function	ucsf_hc.01_1.G217B.01221	HISTO_BP.Contig459.eannot.1505.final_new	PF02949.15	7tm_6	7tm Odorant receptor	4.313910186923977	2.3174850458802467	5.903929718535596	6.010304937852682	153.0	30.0	684.0	612.0			-1.0795446768096784	-3.1396004645855147	-0.23546400413789303
	apoptosis-inducing TAF9-like domain 1 family protein	ucsf_hc.01_1.G217B.01220	HISTO_BP.Contig459.fgenesh_plus.28.final_new	PF15630.1|PF15511.1|PF07524.8|PF02291.10	CENP-S|CENP-T|Bromo_TP|TFIID-31kDa	Kinetochore component CENP-S|Centromere kinetochore component CENP-T|Bromodomain associated|Transcription initiation factor IID, 31kD subunit	5.873847555043858	5.4567383515801415	5.358684849963421	5.155204806693719	128.0	75.0	133.0	96.0			1.025637559882378	0.8547529722733431	0.0743912584488946
DDB1	UV-damaged DNA binding protein	ucsf_hc.01_1.G217B.01218	HISTO_BP.Contig459-snap.88.final_new	PF03178.10|PF10433.4	CPSF_A|MMS1_N	CPSF A subunit region|Mono-functional DNA-alkylating methyl methanesulfonate N-term	6.104395593427669	5.724048145364202	6.942557416852027	6.762050520437493	1321.0	794.0	3507.0	2572.0			-0.3276869686224173	-0.4847829476863703	0.05141811159372711
	3-hydroxyisobutyrate dehydrogenase	ucsf_hc.01_1.G217B.01216	HISTO_BP.Contig459.Fgenesh_histo.183.final_new	PF03446.10|PF14833.1|PF03807.12|PF02423.10|PF01408.17|PF02254.13	NAD_binding_2|NAD_binding_11|F420_oxidored|OCD_Mu_crystall|GFO_IDH_MocA|TrkA_N	NAD binding domain of 6-phosphogluconate dehydrogenase|NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase|NADP oxidoreductase coenzyme F420-dependent|Ornithine cyclodeaminase/mu-crystallin family|Oxidoreductase family, NAD-binding Rossmann fold|TrkA-N domain	7.94110315040389	7.298374138111614	6.95508667333441	6.38435702974013	1802.0	903.0	1351.0	756.0			1.4964913318714212	1.4672365357584045	0.44164085877347325
	HET domain-containing protein	ucsf_hc.01_1.G217B.01214	HISTO_BP.Contig459-snap.86.final_new	PF06985.6|PF06336.6	HET|Corona_5a	Heterokaryon incompatibility protein (HET)|Coronavirus 5a protein	0.8599083640859833	0.6290179694052308	3.1999116385260655	3.6343056270159626	27.0	18.0	203.0	228.0			-1.8295284196381414	-2.452068230223811	-0.563482773310704
PAG1	cell morphogenesis protein PAG1, similar to S. cerevisiae Tao3p	ucsf_hc.01_1.G217B.01213	HISTO_BP.Contig459.Fgenesh_Aspergillus.96.final_new	PF14222.1|PF14225.1|PF14228.1	MOR2-PAG1_N|MOR2-PAG1_C|MOR2-PAG1_mid	Cell morphogenesis N-terminal|Cell morphogenesis C-terminal|Cell morphogenesis central region	4.661500550348892	4.704656576759217	5.054608631033265	5.1044946126961435	1403.0	1131.0	2736.0	2354.0			0.11736677411756835	0.15338139144999463	-0.1789747664836856
	NADPH cytochrome P450 oxidoreductase (CprA)	ucsf_hc.01_1.G217B.01207	HISTO_BP.Contig459.eannot.1492.final_new	PF00667.15|PF00258.20|PF00175.16|PF12724.2	FAD_binding_1|Flavodoxin_1|NAD_binding_1|Flavodoxin_5	FAD binding domain|Flavodoxin|Oxidoreductase NAD-binding domain|Flavodoxin domain	6.714947352440552	7.55777737704309	6.275624942187139	6.908725035218271	1545.0	2168.0	1692.0	2181.0			0.9497972650553543	1.2022717692117393	-0.7621888778519397
	RNA binding protein MSSP-2	ucsf_hc.01_1.G217B.01204	HISTO_BP.Contig459-snap.83.final_new	PF00076.17|PF14259.1|PF13893.1	RRM_1|RRM_6|RRM_5	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	-1.5481763745510935	-0.4571386743444841	4.313224271832678	3.5856236886849113	3.0	5.0	259.0	130.0			-5.35092579158183	-3.4895429356424748	0.5985117983269599
	FAD synthetase	ucsf_hc.01_1.G217B.01202	HISTO_BP.Contig459-snap.82.final_new	PF01507.14	PAPS_reduct	Phosphoadenosine phosphosulfate reductase family	6.160354463172682	5.967859447228939	6.752499135849112	7.386803373720154	482.0	330.0	1079.0	1392.0			-0.08166981787448835	-0.865724499104294	-0.763393022691849
	single-stranded DNA binding protein p30 subunit	ucsf_hc.01_1.G217B.01201	HISTO_BP.Contig459.Fgenesh_histo.171.final_new	PF08784.6|PF01336.20	RPA_C|tRNA_anti-codon	Replication protein A C terminal|OB-fold nucleic acid binding domain	6.5058022590594815	7.326268000107524	6.932707540063907	7.415865338501002	545.0	753.0	1088.0	1264.0			0.0835695737975155	0.4636220889934437	-0.6122465832579014
DBP10	ATP-dependent RNA helicase DBP10	ucsf_hc.01_1.G217B.01200	HISTO_BP.Contig459-snap.80.final_new	PF00270.24|PF00271.26|PF08147.7	DEAD|Helicase_C|DBP10CT	DEAD/DEAH box helicase|Helicase conserved C-terminal domain|DBP10CT (NUC160) domain	3.7399300532395325	4.281233741035968	5.030629918044843	5.465741292144974	267.0	304.0	970.0	1090.0			-0.7802250100033694	-0.6312881237220855	-0.5642001589209382
	C6 transcription factor	ucsf_hc.01_1.G217B.01197	HISTO_BP.Contig459.Fgenesh_histo.140.final_new	PF00172.13	Zn_clus	Fungal Zn(2)-Cys(6) binuclear cluster domain	-0.5689349347178908	2.893661628100682	2.6679748467580873	4.302385498711494	8.0	69.0	112.0	289.0				-0.8555044432238907	-1.7634994367742132
LYP1	 lysine-specific permease, yeast-phase induced gene 	ucsf_hc.01_1.G217B.01192	HISTO_BP.Contig459-snap.79.final_new	PF00324.16|PF13520.1	AA_permease|AA_permease_2	Amino acid permease|Amino acid permease	8.312773394761802	2.384200652140755	8.362988391155788	4.306360765572347	3659.0	47.0	5626.0	281.0			0.4602598584079547	-1.3689406860446707	3.927538840762635
DBP4	ATP-dependent RNA helicase DBP4	ucsf_hc.01_1.G217B.01190	HISTO_BP.Contig459.Fgenesh_histo.112.final_new	PF00270.24|PF13959.1|PF00271.26|PF04851.10|PF00176.18|PF13307.1	DEAD|DUF4217|Helicase_C|ResIII|SNF2_N|Helicase_C_2	DEAD/DEAH box helicase|Domain of unknown function (DUF4217)|Helicase conserved C-terminal domain|Type III restriction enzyme, res subunit|SNF2 family N-terminal domain|Helicase C-terminal domain	4.87406990150972	3.992329070451353	5.18898219498697	5.4433715665842834	504.0	214.0	931.0	923.0			0.19556256132469096	-0.8978230687460096	-0.38347815641812044
	DnaJ domain-containing protein	ucsf_hc.01_1.G217B.01189	HISTO_BP.Contig459.eannot.1486.final_new	PF00226.26	DnaJ	DnaJ domain	7.129343834543167	5.629443229553009	6.677724255372341	6.485924420154868	629.0	174.0	683.0	497.0			0.9620944339727671	-0.30326176321493836	0.06271105039666569
	multidrug and toxin extrusion protein (MATE)	ucsf_hc.01_1.G217B.01188	HISTO_BP.Contig459.Fgenesh_histo.110.final_new	PF01554.13	MatE	MatE	7.676178684839443	6.72570794794701	7.13770738608543	6.689191642287861	2722.0	1102.0	2783.0	1695.0			1.048946153555954	0.5897357330460693	0.319426958976762
	DUF202 domain-containing protein	ucsf_hc.01_1.G217B.01187	HISTO_BP.Contig459.Fgenesh_histo.109.final_new	PF02656.10|PF07835.7|PF13903.1|PF13962.1|PF13567.1	DUF202|COX4_pro_2|Claudin_2|PGG|DUF4131	Domain of unknown function (DUF202)|Bacterial aa3 type cytochrome c oxidase subunit IV|PMP-22/EMP/MP20/Claudin tight junction|Domain of unknown function|Domain of unknown function (DUF4131)	5.1810022900915405	5.422306465969995	8.088604446314559	7.462359541741403	133.0	123.0	1482.0	798.0			-2.397127301421077	-1.4868336483844873	0.49715611975234886
	isopentenyl-diphosphate delta-isomerase	ucsf_hc.01_1.G217B.01186	HISTO_BP.Contig459.eannot.1476.final_new	PF00293.23	NUDIX	NUDIX domain	8.325414750380933	8.25636408853112	8.45270590726385	8.385419548330576	1849.0	1379.0	2999.0	2379.0			0.3831836979190242	0.42416396758746444	-0.061802425887533374
	conserved protein of unknown function	ucsf_hc.01_1.G217B.01184	HISTO_BP.Contig459.Fgenesh_histo.105.final_new	PF13894.1|PF00096.21|PF13465.1|PF13912.1|PF01096.13	zf-C2H2_4|zf-C2H2|zf-H2C2_2|zf-C2H2_6|TFIIS_C	C2H2-type zinc finger|Zinc finger, C2H2 type|Zinc-finger double domain|C2H2-type zinc finger|Transcription factor S-II (TFIIS)		0.4261337069579965	2.57961897233724	3.431421364568729	0.0	9.0	76.0	114.0					-0.9808911770522957
	conserved protein of unknown function	ucsf_hc.01_1.G217B.01183	HISTO_BP.Contig459.Fgenesh_Aspergillus.116.final_new				-1.644223062022128		5.261065228362644	2.3000992023501636	2.0	0.0	356.0	38.0			-6.394813435582831		2.8318772411916733
VPS15	VPS15 protein kinase	ucsf_hc.01_1.G217B.01182	HISTO_BP.Contig459.Fgenesh_Aspergillus.114.final_new	PF00400.27|PF02985.17|PF00069.20|PF13646.1|PF13513.1|PF03178.10|PF14779.1	WD40|HEAT|Pkinase|HEAT_2|HEAT_EZ|CPSF_A|BBS1	WD domain, G-beta repeat|HEAT repeat|Protein kinase domain|HEAT repeats|HEAT-like repeat|CPSF A subunit region|Ciliary BBSome complex subunit 1	4.551129552197697	4.695427144189222	5.106557773236467	5.214261848994655	702.0	607.0	1532.0	1372.0			-0.04495336623682933	0.03438472258148817	-0.23679286057899418
	 conserved protein of unknown function	ucsf_hc.01_1.G217B.01181	HISTO_BP.Contig459.Fgenesh_histo.176.final_new	PF00487.19	FA_desaturase	Fatty acid desaturase	1.495392640386306	4.959089237601207	3.6993877993895485	5.196525310321675	19.0	164.0	130.0	305.0			-1.6935203042013014	0.31578335466645235	-1.6262262957529336
	 SMC (structural maintenance of chromosomes) domain-containing protein	ucsf_hc.01_1.G217B.01180	HISTO_BP.Contig459.Fgenesh_histo.174.final_new	PF04977.10|PF07889.7|PF12325.3|PF03961.8	DivIC|DUF1664|TMF_TATA_bd|DUF342	Septum formation initiator|Protein of unknown function (DUF1664)|TATA element modulatory factor 1 TATA binding|Protein of unknown function (DUF342)	-0.15045835147227588	0.010968676625731756	2.937307990697893	3.2601819171225523	8.0	7.0	101.0	105.0					-0.45196271124546605
	ankyrin repeat domain-containing protein	ucsf_hc.01_1.G217B.01179	HISTO_BP.Contig459-snap.71.final_new	PF12796.2|PF00023.25|PF13637.1|PF13606.1|PF13857.1|PF12937.2|PF00646.28	Ank_2|Ank|Ank_4|Ank_3|Ank_5|F-box-like|F-box	Ankyrin repeats (3 copies)|Ankyrin repeat|Ankyrin repeats (many copies)|Ankyrin repeat|Ankyrin repeats (many copies)|F-box-like|F-box domain	0.1940258679812598	0.35545289607926744	4.998620158746559	2.3498522375472635	8.0	7.0	332.0	44.0			-4.294119435963358		2.5196791363784885
	small G-protein signaling modulator 3	ucsf_hc.01_1.G217B.01178	HISTO_BP.Contig459.fgenesh_plus.10.final_new	PF00566.13|PF00531.17	RabGAP-TBC|Death	Rab-GTPase-TBC domain|Death domain	5.605241091971326	4.625054301213647	6.648528215451785	5.270608947279407	1175.0	466.0	3596.0	1150.0			-0.5328122686785179	-0.09233521867883887	1.248830483351571
	3-oxoacyl-acyl carrier protein reductase	ucsf_hc.01_1.G217B.01177	HISTO_BP.Contig459.fgenesh_plus.14.final_new	PF13561.1|PF00106.20|PF08659.5	adh_short_C2|adh_short|KR	Enoyl-(Acyl carrier protein) reductase|short chain dehydrogenase|KR domain	4.927291293304875	5.578629439998371	6.572235186321933	6.212718209263784	118.0	145.0	548.0	355.0			-1.134469038215117	-0.0808693418784916	0.23042819223734234
	HIT finger domain-containing protein	ucsf_hc.01_1.G217B.01176	HISTO_BP.Contig459.Fgenesh_histo.168.final_new	PF04438.11	zf-HIT	HIT zinc finger	5.11443127006426	3.6425327758797126	4.4533407650426335	3.8829758067488016	312.0	88.0	293.0	164.0			1.1715653598235671	0.31277639651783185	0.44127617347302506
	DENN domain-containing protein	ucsf_hc.01_1.G217B.01172	HISTO_BP.Contig459.eannot.1472.final_new	PF02141.16|PF03456.13|PF06881.6|PF10828.3|PF05103.8	DENN|uDENN|Elongin_A|DUF2570|DivIVA	DENN (AEX-3) domain|uDENN domain|RNA polymerase II transcription factor SIII (Elongin) subunit A|Protein of unknown function (DUF2570)|DivIVA protein	1.0537139421908792	6.799265425653403	2.3253891418275336	6.352558620569582	41.0	1721.0	147.0	1992.0			-0.7612003448347133	0.9999262324707425	-4.156258263562854
	 conserved protein of unknown function	ucsf_hc.01_1.G217B.01171	HISTO_BP.Contig459.eannot.1465.final_new	PF04582.7|PF11559.3|PF04156.9|PF07889.7|PF04728.8|PF04111.7|PF07106.8|PF04513.7|PF05701.6|PF01576.14|PF10392.4|PF10186.4|PF08317.6|PF08614.6|PF12329.3|PF13851.1|PF12325.3|PF12795.2|PF10473.4|PF08702.5|PF10805.3|PF12097.3|PF05791.6|PF02183.13|PF13874.1|PF06156.8|PF05531.7|PF07716.10|PF09726.4|PF04977.10|PF11180.3	Reo_sigmaC|ADIP|IncA|DUF1664|LPP|APG6|TBPIP|Baculo_PEP_C|WEMBL|Myosin_tail_1|COG5|Atg14|Spc7|ATG16|TMF_DNA_bd|GAS|TMF_TATA_bd|MscS_porin|CENP-F_leu_zip|Fib_alpha|DUF2730|DUF3573|Bacillus_HBL|HALZ|Nup54|DUF972|NPV_P10|bZIP_2|Macoilin|DivIC|DUF2968	Reovirus sigma C capsid protein|Afadin- and alpha -actinin-Binding|IncA protein|Protein of unknown function (DUF1664)|Lipoprotein leucine-zipper|Autophagy protein Apg6|Tat binding protein 1(TBP-1)-interacting protein (TBPIP)|Baculovirus polyhedron envelope protein, PEP, C terminus|Weak chloroplast movement under blue light|Myosin tail|Golgi transport complex subunit 5|UV radiation resistance protein and autophagy-related subunit 14|Spc7 kinetochore protein|Autophagy protein 16 (ATG16)|TATA element modulatory factor 1 DNA binding|Growth-arrest specific micro-tubule binding|TATA element modulatory factor 1 TATA binding|Mechanosensitive ion channel porin domain|Leucine-rich repeats of kinetochore protein Cenp-F/LEK1|Fibrinogen alpha/beta chain family|Protein of unknown function (DUF2730)|Protein of unknown function (DUF3573)|Bacillus haemolytic enterotoxin (HBL)|Homeobox associated leucine zipper|Nucleoporin complex subunit 54|Protein of unknown function (DUF972)|Nucleopolyhedrovirus P10 protein|Basic region leucine zipper|Transmembrane protein|Septum formation initiator|Protein of unknown function (DUF2968)	-1.7111149456772992	8.52330596851913	4.3622961035158	8.895172889021449	4.0	3770.0	400.0	7696.0			-5.562936194391158	0.18135250688460225	-4.661965570326456
	cation transport ATPase, p-type copper ATPase	ucsf_hc.01_1.G217B.01168	HISTO_BP.Contig459.Fgenesh_Neurospora.86.final_new	PF00122.15|PF00702.21|PF12710.2|PF08282.7|PF00403.21|PF04428.9	E1-E2_ATPase|Hydrolase|HAD|Hydrolase_3|HMA|Choline_kin_N	E1-E2 ATPase|haloacid dehalogenase-like hydrolase|haloacid dehalogenase-like hydrolase|haloacid dehalogenase-like hydrolase|Heavy-metal-associated domain|Choline kinase N terminus	1.9188492378148971	2.4783904621552804	5.08352834457531	5.282464171583839	98.0	113.0	1305.0	1245.0			-2.6542042519584714	-2.2508542820416375	-0.32802461182933573
	 sphingosine-1-phosphate phosphohydrolase, PAP2 domain-containing protein 	ucsf_hc.01_1.G217B.01166	HISTO_BP.Contig459.Fgenesh_histo.129.final_new	PF01569.16|PF13285.1	PAP2|DUF4073	PAP2 superfamily|Domain of unknown function (DUF4073)	4.145310582948231	3.430995714008385	5.868464814195473	5.608418271437196	216.0	103.0	1059.0	735.0			-1.2126793764453008	-1.6242031300418898	0.13095775793747055
RHO4	Rho3 GTPase Rho4	ucsf_hc.01_1.G217B.01165	HISTO_BP.Contig459.Fgenesh_histo.128.final_new	PF00071.17|PF08477.8|PF00025.16|PF04670.7|PF09439.5	Ras|Miro|Arf|Gtr1_RagA|SRPRB	Ras family|Miro-like protein|ADP-ribosylation factor family|Gtr1/RagA G protein conserved region|Signal recognition particle receptor beta subunit	5.738804717290504	5.75727379154647	4.306687733256852	5.518921294116714	318.0	252.0	175.0	337.0			1.9425918388355936	0.7915719248166768	-1.3413223456806689
DAD1	DASH complex subunit DAD1	ucsf_hc.01_1.G217B.01164	HISTO_BP.Contig459.eannot.1459.final_new	PF08649.5|PF05086.7|PF08654.5	DASH_Dad1|Dicty_REP|DASH_Dad2	DASH complex subunit Dad1|Dictyostelium (Slime Mold) REP protein|DASH complex subunit Dad2	6.478664284633368	5.5556267996282545	7.338062578105991	7.658483509821168	206.0	85.0	555.0	576.0			-0.34892343867068254	-1.5496372828059926	-0.4495097165359834
	conserved protein of unknown function	ucsf_hc.01_1.G217B.01162	HISTO_BP.Contig459-snap.60.final_new	PF11913.3	DUF3431	Protein of unknown function (DUF3431)	2.993307489503182	3.1160540494371296	7.151790624022344	6.058936050097607	54.0	46.0	1432.0	558.0			-3.6480082797172213	-2.3896625732735566	0.9637657891039302
	PKc-like superfamily domain-containing protein	ucsf_hc.01_1.G217B.01155	HISTO_BP.Contig459.Fgenesh_histo.106.final_new	PF00069.20	Pkinase	Protein kinase domain	0.5159539628686223		7.050544292985285	2.7973112145184844	3.0	0.0	413.0	18.0			-6.024115475314721		4.124144293645994
	DDHD domain-containing protein, no start met	ucsf_hc.01_1.G217B.01150	HISTO_BP.Contig459.fgenesh_plus.1.final_new	PF02862.12|PF10230.4|PF12695.2|PF12697.2	DDHD|DUF2305|Abhydrolase_5|Abhydrolase_6	DDHD domain|Uncharacterised conserved protein (DUF2305)|Alpha/beta hydrolase family|Alpha/beta hydrolase family	4.815820942865711	4.0465902677143735	5.38247384681806	4.224442341252472	647.0	297.0	1423.0	530.0			-0.056178049150407805	0.375367353848822	1.028942720744781
	molybdenum cofactor biosynthesis protein	ucsf_hc.01_1.G217B.01149	HISTO_BP.Contig459.genewise.2.final_new	PF00994.19|PF03453.12|PF03454.10	MoCF_biosynth|MoeA_N|MoeA_C	Probable molybdopterin binding domain|MoeA N-terminal region (domain I and II)|MoeA C-terminal region (domain IV)	6.173247459451355	5.879753056378659	5.426440019796274	4.975050879721986	1095.0	699.0	969.0	589.0			1.2572822944570219	1.4579216040435936	0.3223003552534811
	vacuolar ATPase V0 domain subunit c	ucsf_hc.01_1.G217B.01148	HISTO_BP.Contig459.Fgenesh_Aspergillus.66.final_new	PF00137.16	ATP-synt_C	ATP synthase subunit C	6.527181218291877	5.943275050939665	7.3520681676415345	6.593170497738259	387.0	202.0	1018.0	500.0			-0.3144120945477167	-0.09667601941167359	0.6298088850824684
RAB6	RAS small monomeric GTPase Rab6	ucsf_hc.01_1.G217B.01147	HISTO_BP.Contig459.eannot.1607.final_new	PF00071.17|PF08477.8|PF00025.16|PF00009.22|PF04670.7|PF01926.18|PF09439.5|PF00350.18|PF13173.1|PF13401.1	Ras|Miro|Arf|GTP_EFTU|Gtr1_RagA|MMR_HSR1|SRPRB|Dynamin_N|AAA_14|AAA_22	Ras family|Miro-like protein|ADP-ribosylation factor family|Elongation factor Tu GTP binding domain|Gtr1/RagA G protein conserved region|50S ribosome-binding GTPase|Signal recognition particle receptor beta subunit|Dynamin family|AAA domain|AAA domain	8.185025498507844	6.714855696385293	7.76131342904033	6.6474157840354255	1289.0	364.0	1427.0	548.0			0.9341869242694556	0.6206593397367879	0.9848088601840974
	conserved protein of unknown function	ucsf_hc.01_1.G217B.01140	HISTO_BP.Contig459-snap.49.final_new				6.583580388464793	2.81755864901489	7.016588049788682	3.7713160059855393	626.0	36.0	1255.0	110.0			0.0774671934780522	-0.4005379295837286	3.116183258982336
	Kei1 superfamily domain-containing protein	ucsf_hc.01_1.G217B.01139	HISTO_BP.Contig459.Fgenesh_histo.77.final_new	PF08552.6	Kei1	Inositolphosphorylceramide synthase subunit Kei1	7.21471463162026	6.579832521408651	6.475883692815927	6.057434024932376	1171.0	590.0	1042.0	648.0			1.2493057936062741	1.075617923863196	0.2893608830627441
	sulfite reductase beta subunit	ucsf_hc.01_1.G217B.01138	HISTO_BP.Contig459.Fgenesh_histo.75.final_new	PF01077.17|PF03460.12|PF00258.20|PF01855.14	NIR_SIR|NIR_SIR_ferr|Flavodoxin_1|POR_N	Nitrite and sulphite reductase 4Fe-4S domain|Nitrite/Sulfite reductase ferredoxin-like half domain|Flavodoxin|Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg	2.9545452382240587	3.9011930290954933	5.771502030007076	5.459112533811392	252.0	380.0	2637.0	1765.0			-2.306481936981076	-1.0047000773289776	0.18330071137487725
