pub_og_id	og_name	level_taxid	organism_taxid	organism_name	int_prot_id	pub_gene_id	description	"{""status"": ""ok"", ""message"": ""no clusters found"", ""data"": [], ""count"": 0}"
EOG092C5X8C	Ribosomal protein L12 family	4751	644352	Gaeumannomyces graminis var. tritici R3-111a-1	644352:00009a	J3PCZ0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	644358	Magnaporthiopsis poae ATCC 64411	644358:00044a	M4G8D6	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	644358	Magnaporthiopsis poae ATCC 64411	644358:0002ea	M4FR58	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	645133	Colletotrichum graminicola M1.001	645133:00048b	E3QDB1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	645133	Colletotrichum graminicola M1.001	645133:000429	E3QN91	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	647933	Trichophyton tonsurans CBS 112818	647933:000418	F2RZP6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	647933	Trichophyton tonsurans CBS 112818	647933:000159	F2RX80	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	650164	Phanerochaete carnosa HHB-10118-sp	650164:00047c	K5WCW6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	650164	Phanerochaete carnosa HHB-10118-sp	650164:0000e6	K5VTU5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	650164	Phanerochaete carnosa HHB-10118-sp	650164:0000a1	K5VZJ7	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	653446	Blastomyces dermatitidis ATCC 18188	653446:000579	F2TT76	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	653446	Blastomyces dermatitidis ATCC 18188	653446:0000e7	F2TN33	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	653667	Schizosaccharomyces cryophilus OY26	653667:000695	S9W6Q9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	653667	Schizosaccharomyces cryophilus OY26	653667:0005be	S9VTU9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	653667	Schizosaccharomyces cryophilus OY26	653667:000525	S9X613	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	653667	Schizosaccharomyces cryophilus OY26	653667:000212	S9VUQ9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	653667	Schizosaccharomyces cryophilus OY26	653667:000205	S9W177	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	653667	Schizosaccharomyces cryophilus OY26	653667:00011e	S9VTD5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	655819	Beauveria bassiana ARSEF 2860	655819:000630	J4WBR8	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	655819	Beauveria bassiana ARSEF 2860	655819:0000df	J4UJH5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	655827	Metarhizium acridum CQMa 102	655827:000834	E9EHH9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	655827	Metarhizium acridum CQMa 102	655827:000044	E9E4Z7	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	655844	Metarhizium robertsii ARSEF 23	655844:000418	E9ETN6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	655844	Metarhizium robertsii ARSEF 23	655844:0001ec	E9ET07	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	655863	Grosmannia clavigera kw1407	655863:000205	F0XRQ9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	655863	Grosmannia clavigera kw1407	655863:00017f	F0XM60	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	656061	Tuber melanosporum Mel28	656061:000559	D5G5W0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	656061	Tuber melanosporum Mel28	656061:000260	D5GI14	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	658429	Pseudogymnoascus destructans 20631-21	658429:000528	L8FTW4	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	658429	Pseudogymnoascus destructans 20631-21	658429:000171	L8FQZ3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	660025	Fusarium oxysporum Fo5176	660025:0007f9	F9FSZ0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	660025	Fusarium oxysporum Fo5176	660025:000035	F9G530	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	660122	Nectria haematococca mpVI 77-13-4	660122:0009fa	C7YYI8	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	660122	Nectria haematococca mpVI 77-13-4	660122:00077d	C7YSC3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	663202	Trichophyton verrucosum HKI 0517	663202:0005f9	D4DIS2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	663202	Trichophyton verrucosum HKI 0517	663202:00052b	D4DKT2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	663331	Arthroderma benhamiae CBS 112371	663331:000403	D4AQF6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	663331	Arthroderma benhamiae CBS 112371	663331:0001c8	D4AV09	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	665024	Bipolaris maydis ATCC 48331	665024:000895	N4X365	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	665024	Bipolaris maydis ATCC 48331	665024:000287	N4X3Z1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	665079	Sclerotinia sclerotiorum 1980 UF-70	665079:00061c	A7EZ61	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	665079	Sclerotinia sclerotiorum 1980 UF-70	665079:0003c7	A7E8S1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	665912	Bipolaris sorokiniana ND90Pr	665912:00057e	M2T1B0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	665912	Bipolaris sorokiniana ND90Pr	665912:0004ad	M2SSE6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	671144	Wallemia mellicola CBS 633.66	671144:0002cf	I4Y5Z0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	671144	Wallemia mellicola CBS 633.66	671144:000030	I4YFS6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	671987	Setosphaeria turcica Et28A	671987:0004ca	R0KX96	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	671987	Setosphaeria turcica Et28A	671987:000370	R0KAF4	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	675120	Dothistroma septosporum NZE10	675120:0006ce	N1PQL2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	675120	Dothistroma septosporum NZE10	675120:0005f1	N1Q2T6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	683840	Microbotryum violaceum p1A1 Lamole	683840:00197e	U5HD23	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	683840	Microbotryum violaceum p1A1 Lamole	683840:00150c	U5HHH9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	684364	Batrachochytrium dendrobatidis JAM81	684364:00052f	F4NTD8	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	684364	Batrachochytrium dendrobatidis JAM81	684364:0003ec	F4P184	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	692275	Sphaerulina musiva SO2202	692275:0000f1	M3CXL0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	701091	Bipolaris maydis C5	701091:0005f9	M2UGS4	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	701091	Bipolaris maydis C5	701091:0001f3	M2U5Z5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	717646	Baudoinia panamericana UAMH 10762	717646:000200	M2NEE3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	717646	Baudoinia panamericana UAMH 10762	717646:0000fd	M2N3C2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	717982	Auricularia delicata TFB-10046 SS5	717982:0008aa	J0WYZ6	Similarity:Contains 2 C2 domains.	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	721032	Saccharomyces cerevisiae Kyokai no. 7	721032:000412	G2WC32	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	721032	Saccharomyces cerevisiae Kyokai no. 7	721032:00028c	G2WMJ4	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	721032	Saccharomyces cerevisiae Kyokai no. 7	721032:0001c9	G2WC82	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	721032	Saccharomyces cerevisiae Kyokai no. 7	721032:00004f	G2WBC2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	743788	Fomitopsis pinicola FP-58527 SS1	743788:0035e7	S8FH24	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	743788	Fomitopsis pinicola FP-58527 SS1	743788:00318e	S8EKB5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	747089	Rhizophagus irregularis DAOM 181602	747089:005d89	U9UN93	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	747089	Rhizophagus irregularis DAOM 181602	747089:00421b	U9UFL1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	747676	Melampsora larici-populina 98AG31	747676:00042b	F4R8Y9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	747676	Melampsora larici-populina 98AG31	747676:0002ee	F4R503	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	756982	Arthrobotrys oligospora ATCC 24927	756982:0021a2	G1XTZ2	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	756982	Arthrobotrys oligospora ATCC 24927	756982:000453	G1X570	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	756982	Arthrobotrys oligospora ATCC 24927	756982:00013d	G1XBG0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	759272	Chaetomium thermophilum var. thermophilum DSM 1495	759272:000223	G0SEG9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	759272	Chaetomium thermophilum var. thermophilum DSM 1495	759272:000009	G0S079	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	759273	Colletotrichum higginsianum IMI 349063	759273:000277	H1VUX6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	759273	Colletotrichum higginsianum IMI 349063	759273:00014c	H1VI18	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764097	Saccharomyces cerevisiae AWRI796	764097:000213	E7KHQ0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764097	Saccharomyces cerevisiae AWRI796	764097:000118	E7KB91	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764097	Saccharomyces cerevisiae AWRI796	764097:0000cc	E7KAH4	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764098	Saccharomyces cerevisiae Lalvin QA23	764098:0003b4	E7KM36	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764098	Saccharomyces cerevisiae Lalvin QA23	764098:000123	E7KL14	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764099	Saccharomyces cerevisiae Vin13	764099:000386	E7M034	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764099	Saccharomyces cerevisiae Vin13	764099:000310	E7LT43	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764099	Saccharomyces cerevisiae Vin13	764099:00003a	E7LS56	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764100	Saccharomyces cerevisiae VL3	764100:000376	E7QKH3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764100	Saccharomyces cerevisiae VL3	764100:00024d	E7QCJ1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764100	Saccharomyces cerevisiae VL3	764100:00008e	E7QDC1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764101	Saccharomyces cerevisiae FostersO	764101:0002fc	E7NG69	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764101	Saccharomyces cerevisiae FostersO	764101:0002b1	E7NGH5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764101	Saccharomyces cerevisiae FostersO	764101:0001b3	E7NN88	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764102	Saccharomyces cerevisiae FostersB	764102:0002ca	E7Q2E9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764102	Saccharomyces cerevisiae FostersB	764102:0002bd	E7Q1V7	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	764102	Saccharomyces cerevisiae FostersB	764102:000042	E7Q938	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	771870	Sordaria macrospora k-hell	771870:0003e6	F7VKL3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	771870	Sordaria macrospora k-hell	771870:0001a4	F7W3Y8	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	858893	Exophiala dermatitidis NIH/UT8656	858893:0002c2	H6BU64	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	861557	Pyrenophora teres f. teres 0-1	861557:0003a4	E3RLB1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	861557	Pyrenophora teres f. teres 0-1	861557:000355	E3S6K2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	871575	Ogataea parapolymorpha DL-1	871575:00097a	E7R2V8	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	871575	Ogataea parapolymorpha DL-1	871575:0008b7	E7R6X7	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	871575	Ogataea parapolymorpha DL-1	871575:000796	E7RBY9	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	871575	Ogataea parapolymorpha DL-1	871575:000637	E7R6R3	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	876142	Encephalitozoon intestinalis ATCC 50506	876142:000415	E0S7T4	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	876142	Encephalitozoon intestinalis ATCC 50506	876142:0003bd	E0S9P2	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	881290	Nematocida parisii ERTm1	881290:00091b	I3ET33	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	881290	Nematocida parisii ERTm1	881290:00075c	I3ENE6	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	889517	Saccharomyces cerevisiae CEN.PK113-7D	889517:000a4f	N1P5Q2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	889517	Saccharomyces cerevisiae CEN.PK113-7D	889517:000336	N1P5T6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	889517	Saccharomyces cerevisiae CEN.PK113-7D	889517:0002c3	N1NVP6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	889517	Saccharomyces cerevisiae CEN.PK113-7D	889517:0000f0	N1P738	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	907965	Encephalitozoon hellem ATCC 50504	907965:000403	I6URE7	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	907965	Encephalitozoon hellem ATCC 50504	907965:0000b1	I6UD83	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	914234	Gelatoporia subvermispora B	914234:000702	M2R003	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	914234	Gelatoporia subvermispora B	914234:0000ed	M2QPS8	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	931890	Eremothecium cymbalariae DBVPG#7215	931890:000380	G8JUX7	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	931890	Eremothecium cymbalariae DBVPG#7215	931890:00031e	G8JSD1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	931890	Eremothecium cymbalariae DBVPG#7215	931890:00029f	G8JWW4	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	935791	Nematocida parisii ERTm3	935791:0002b9	I3EIJ4	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	935791	Nematocida parisii ERTm3	935791:00023c	I3EDG3	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	936046	Agaricus bisporus var. bisporus H97	936046:0005b7	K9H9V5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	936046	Agaricus bisporus var. bisporus H97	936046:0003ec	K9HL19	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	944018	Nematocida sp. 1 ERTm2	944018:000892	H8ZE01	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	944018	Nematocida sp. 1 ERTm2	944018:0004c0	H8ZB36	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	948595	Vavraia culicis subsp. floridensis	948595:00095b	L2GUP4	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	948595	Vavraia culicis subsp. floridensis	948595:000944	L2GSK8	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	981350	Komagataella pastoris CBS 7435	981350:0004a3	F2QPT4	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	981350	Komagataella pastoris CBS 7435	981350:0001d2	F2QZA7	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	981350	Komagataella pastoris CBS 7435	981350:00019c	F2QXF2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	981350	Komagataella pastoris CBS 7435	981350:000131	F2QYH3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	983506	Rhizoctonia solani AG-1 IA	983506:00014e	L8WWA9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	983644	Cordyceps militaris CM01	983644:00069a	G3JMH3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	983644	Cordyceps militaris CM01	983644:000285	G3JUX2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	985895	Leptosphaeria maculans JN3	985895:00031a	E5R4R3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	985895	Leptosphaeria maculans JN3	985895:000287	E4ZVF4	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	993615	Vittaforma corneae ATCC 50505	993615:000874	L2GQ90	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	993615	Vittaforma corneae ATCC 50505	993615:000614	L2GPL1	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	999809	Sporisorium reilianum SRZ2	999809:0003ed	E6ZJZ5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	999809	Sporisorium reilianum SRZ2	999809:000030	E6ZPA3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	999810	Botrytis cinerea T4	999810:000743	G2YND2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	999810	Botrytis cinerea T4	999810:0001c6	G2YDG1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1003232	Edhazardia aedis USNM 41457	1003232:000570	J9DV79	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1003232	Edhazardia aedis USNM 41457	1003232:000551	J9DJJ7	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1003232	Edhazardia aedis USNM 41457	1003232:000054	J9DQC1	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1028729	Fusarium pseudograminearum CS3096	1028729:000238	K3VJU1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1028729	Fusarium pseudograminearum CS3096	1028729:000049	K3V0D4	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1033177	Aspergillus kawachii IFO 4308	1033177:000643	G7XSX5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1033177	Aspergillus kawachii IFO 4308	1033177:0000ea	G7XCX2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1064592	Naumovozyma castellii CBS 4309	1064592:000508	G0VDR1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1064592	Naumovozyma castellii CBS 4309	1064592:0003e0	G0VJ49	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1064592	Naumovozyma castellii CBS 4309	1064592:0003c7	G0VJP0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1064592	Naumovozyma castellii CBS 4309	1064592:00034d	G0V8E7	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1064592	Naumovozyma castellii CBS 4309	1064592:000314	G0V665	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1064592	Naumovozyma castellii CBS 4309	1064592:0001d5	G0VG13	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1069680	Pneumocystis murina B123	1069680:000dad	M7NQP3	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1069680	Pneumocystis murina B123	1069680:000155	M7PMH0	Chromatin SPT2	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071378	Naumovozyma dairenensis CBS 421	1071378:0004c4	G0W3R9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071378	Naumovozyma dairenensis CBS 421	1071378:0002cd	G0W5B5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071378	Naumovozyma dairenensis CBS 421	1071378:00027b	G0W7P6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071378	Naumovozyma dairenensis CBS 421	1071378:00016d	G0WB67	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071380	Tetrapisispora blattae CBS 6284	1071380:0004b4	I2GVA9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071380	Tetrapisispora blattae CBS 6284	1071380:0003d6	I2GZZ8	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071380	Tetrapisispora blattae CBS 6284	1071380:0002ed	I2GVW8	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071380	Tetrapisispora blattae CBS 6284	1071380:000140	I2GW86	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071381	Tetrapisispora phaffii CBS 4417	1071381:0002a4	G8C263	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071381	Tetrapisispora phaffii CBS 4417	1071381:000135	G8BW19	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071381	Tetrapisispora phaffii CBS 4417	1071381:000090	G8BWL0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071381	Tetrapisispora phaffii CBS 4417	1071381:000048	G8BZ00	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071382	Kazachstania africana CBS 2517	1071382:000440	H2AWZ4	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071382	Kazachstania africana CBS 2517	1071382:000324	H2AVX1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071382	Kazachstania africana CBS 2517	1071382:000292	H2AR05	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071382	Kazachstania africana CBS 2517	1071382:000282	H2ATS5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071382	Kazachstania africana CBS 2517	1071382:00004e	H2B281	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071383	Kazachstania naganishii CBS 8797	1071383:000421	J7RTY6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071383	Kazachstania naganishii CBS 8797	1071383:000266	J7RV13	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071383	Kazachstania naganishii CBS 8797	1071383:0001e4	J7S3K6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1071383	Kazachstania naganishii CBS 8797	1071383:000121	J7RX09	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1072389	Marssonina brunnea f. sp. multigermtubi MB_m1	1072389:00050d	K1WN96	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1072389	Marssonina brunnea f. sp. multigermtubi MB_m1	1072389:0001a3	K1Y1J6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1076872	Torulaspora delbrueckii CBS 1146	1076872:0004c9	G8ZXR8	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1076872	Torulaspora delbrueckii CBS 1146	1076872:000363	G8ZZG6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1076872	Torulaspora delbrueckii CBS 1146	1076872:000186	G8ZM14	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1076872	Torulaspora delbrueckii CBS 1146	1076872:000131	G9A019	Ribosomal protein L12 family	NA
